group_size,count
426,1
439,1
442,1
446,1
448,1
450,1
451,1
453,2
454,1
455,1
456,2
458,1
459,2
460,2
461,1
462,2
464,3
465,2
466,2
467,3
468,1
469,3
470,1
471,4
472,4
473,1
474,3
475,1
476,2
477,4
478,3
479,3
480,4
481,7
482,1
483,8
484,3
485,7
486,6
487,4
488,6
489,5
490,5
491,11
492,4
493,6
494,2
495,3
496,9
497,5
498,6
499,4
500,5
501,4
502,8
503,11
504,5
505,8
506,6
507,8
508,4
509,2
510,6
511,4
512,3
513,2
514,5
515,5
516,3
517,2
518,5
519,4
520,3
521,3
522,2
523,4
525,6
527,1
528,3
529,2
530,3
532,2
534,1
535,1
539,2
540,1
541,1
542,1
545,2
546,2
548,1
554,1
556,1
564,1
927,1
933,1
940,1
948,1
952,2
956,1
959,1
963,2
970,1
971,1
972,2
973,1
979,1
985,1
986,2
989,2
994,1
995,1
997,1
998,1
1001,1
1002,1
1005,1
1007,1
1009,1
1010,1
1011,1
1012,1
1015,1
1017,1
1018,1
1019,1
1022,1
1024,1
1026,1
1035,1
1041,1
1069,1
1418,1
1487,1
