depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.991081,0.992591,0.993075,0.966171,0.966171,0.966171
1,2,8,0.806312,0.991499,0.992925,0.274156,0.292898,0.297115
2,4,16,0.506059,0.614605,0.641211,0.0760988,0.0872661,0.09075
3,8,32,0.442832,0.570143,0.632126,0.0223639,0.0370793,0.038385
4,16,64,0.264868,0.364628,0.408226,0.00712659,0.0104959,0.0154054
5,32,128,0.249403,0.332287,0.379573,0.00215559,0.00390925,0.00513144
6,64,256,0.145092,0.234032,0.268838,0.000718127,0.00128721,0.00173709
7,128,512,0.134732,0.203026,0.238738,0.000237376,0.000473448,0.000748032
8,256,1024,0.0843115,0.143731,0.190425,7.52902e-05,0.000162029,0.000258105
9,512,2048,0.0743283,0.119408,0.167259,2.41953e-05,5.54442e-05,0.000111403
10,1024,4096,0.0492338,0.0876001,0.142051,6.77237e-06,1.65359e-05,3.58301e-05
11,2048,8192,0.0363378,0.0700453,0.117112,1.75023e-06,4.6027e-06,1.06667e-05
12,4096,16384,0.0240761,0.0485778,0.0908536,3.64695e-07,1.07532e-06,3.275e-06
13,8192,32768,0.0143754,0.0314315,0.0707954,4.23939e-08,1.84656e-07,7.0416e-07
14,16384,65536,0.00478905,0.0152963,0.0419993,3.02866e-10,5.97449e-09,4.9163e-08
15,17233,68932,0,0,0,0,0,0
